DIAGNOSIS CODE,LEN_DX_CODE,FIVE_DX_CODE,LONG_DESCRIPTION,SHORT_DESCRIPTION
1880,4,18800,Malignant neoplasm of trigone of urinary bladder,Mal neo bladder-trigone
1879,4,18790,"Malignant neoplasm of male genital organ, site unspecified",Mal neo male genital NOS
1878,4,18780,Malignant neoplasm of other specified sites of male genital organs,Mal neo male genital NEC
1877,4,18770,Malignant neoplasm of scrotum,Malign neopl scrotum
1876,4,18760,Malignant neoplasm of spermatic cord,Mal neo spermatic cord
1875,4,18750,Malignant neoplasm of epididymis,Malig neo epididymis
1874,4,18740,"Malignant neoplasm of penis, part unspecified",Malig neo penis NOS
1873,4,18730,Malignant neoplasm of body of penis,Malig neo penis body
1872,4,18720,Malignant neoplasm of glans penis,Malig neo glans penis
1871,4,18710,Malignant neoplasm of prepuce,Malign neopl prepuce
1869,4,18690,Malignant neoplasm of other and unspecified testis,Malig neo testis NEC
1860,4,18600,Malignant neoplasm of undescended testis,Mal neo undescend testis
1849,4,18490,"Malignant neoplasm of female genital organ, site unspecified",Mal neo female genit NOS
1848,4,18480,Malignant neoplasm of other specified sites of female genital organs,Mal neo female genit NEC
1844,4,18440,"Malignant neoplasm of vulva, unspecified site",Malign neopl vulva NOS
1843,4,18430,Malignant neoplasm of clitoris,Malign neopl clitoris
1842,4,18420,Malignant neoplasm of labia minora,Mal neo labia minora
1841,4,18410,Malignant neoplasm of labia majora,Mal neo labia majora
1840,4,18400,Malignant neoplasm of vagina,Malign neopl vagina
1839,4,18390,"Malignant neoplasm of uterine adnexa, unspecified site",Mal neo adnexa NOS
1838,4,18380,Malignant neoplasm of other specified sites of uterine adnexa,Mal neo adnexa NEC
1835,4,18350,Malignant neoplasm of round ligament of uterus,Mal neo round ligament
1834,4,18340,Malignant neoplasm of parametrium,Malig neo parametrium
1833,4,18330,Malignant neoplasm of broad ligament of uterus,Mal neo broad ligament
1832,4,18320,Malignant neoplasm of fallopian tube,Mal neo fallopian tube
1830,4,18300,Malignant neoplasm of ovary,Malign neopl ovary
1828,4,18280,Malignant neoplasm of other specified sites of body of uterus,Mal neo body uterus NEC
1821,4,18210,Malignant neoplasm of isthmus,Mal neo uterine isthmus
1820,4,18200,"Malignant neoplasm of corpus uteri, except isthmus",Malig neo corpus uteri
1809,4,18090,"Malignant neoplasm of cervix uteri, unspecified site",Mal neo cervix uteri NOS
1808,4,18080,Malignant neoplasm of other specified sites of cervix,Malig neo cervix NEC
1801,4,18010,Malignant neoplasm of exocervix,Malig neo exocervix
1800,4,18000,Malignant neoplasm of endocervix,Malig neo endocervix
1769,4,17690,"Kaposi's sarcoma, unspecified site",Kaposi's sarcoma NOS
1768,4,17680,"Kaposi's sarcoma, other specified sites",Spf sts - kpsi's sarcoma
1765,4,17650,"Kaposi's sarcoma, lymph nodes",Lym nds - kpsi's sarcoma
1764,4,17640,"Kaposi's sarcoma, lung",Lung - kaposi's sarcoma
1763,4,17630,"Kaposi's sarcoma, gastrointestinal sites",GI sites - kpsi's srcoma
1762,4,17620,"Kaposi's sarcoma, palate",Palate - kpsi's sarcoma
1761,4,17610,"Kaposi's sarcoma, soft tissue",Sft tisue - kpsi's srcma
1760,4,17600,"Kaposi's sarcoma, skin",Skin - kaposi's sarcoma
1759,4,17590,Malignant neoplasm of other and unspecified sites of male breast,Mal neo male breast NEC
1750,4,17500,Malignant neoplasm of nipple and areola of male breast,Mal neo male nipple
1749,4,17490,"Malignant neoplasm of breast (female), unspecified",Malign neopl breast NOS
1748,4,17480,Malignant neoplasm of other specified sites of female breast,Malign neopl breast NEC
1746,4,17460,Malignant neoplasm of axillary tail of female breast,Mal neo breast-axillary
1745,4,17450,Malignant neoplasm of lower-outer quadrant of female breast,Mal neo breast low-outer
1744,4,17440,Malignant neoplasm of upper-outer quadrant of female breast,Mal neo breast up-outer
1743,4,17430,Malignant neoplasm of lower-inner quadrant of female breast,Mal neo breast low-inner
1742,4,17420,Malignant neoplasm of upper-inner quadrant of female breast,Mal neo breast up-inner
1741,4,17410,Malignant neoplasm of central portion of female breast,Mal neo breast-central
1740,4,17400,Malignant neoplasm of nipple and areola of female breast,Malig neo nipple
1729,4,17290,"Melanoma of skin, site unspecified",Malig melanoma skin NOS
1728,4,17280,Malignant melanoma of other specified sites of skin,Malig melanoma skin NEC
1727,4,17270,"Malignant melanoma of skin of lower limb, including hip",Malig melanoma leg
1726,4,17260,"Malignant melanoma of skin of upper limb, including shoulder",Malig melanoma arm
1725,4,17250,"Malignant melanoma of skin of trunk, except scrotum",Malig melanoma trunk
1724,4,17240,Malignant melanoma of skin of scalp and neck,Mal melanoma scalp/neck
1723,4,17230,Malignant melanoma of skin of other and unspecified parts of face,Mal melanom face NEC/NOS
1722,4,17220,Malignant melanoma of skin of ear and external auditory canal,Malig melanoma ear
1721,4,17210,"Malignant melanoma of skin of eyelid, including canthus",Malig melanoma eyelid
1720,4,17200,Malignant melanoma of skin of lip,Malig melanoma lip
1719,4,17190,"Malignant neoplasm of connective and other soft tissue, site unspecified",Mal neo soft tissue NOS
1718,4,17180,Malignant neoplasm of other specified sites of connective and other soft tissue,Mal neo soft tissue NEC
1717,4,17170,"Malignant neoplasm of connective and other soft tissue of trunk, unspecified",Mal neopl trunk NOS
1716,4,17160,Malignant neoplasm of connective and other soft tissue of pelvis,Mal neo soft tis pelvis
1715,4,17150,Malignant neoplasm of connective and other soft tissue of abdomen,Mal neo soft tis abdomen
1714,4,17140,Malignant neoplasm of connective and other soft tissue of thorax,Mal neo soft tis thorax
1713,4,17130,"Malignant neoplasm of connective and other soft tissue of lower limb, including hip",Mal neo soft tissue leg
1712,4,17120,"Malignant neoplasm of connective and other soft tissue of upper limb, including shoulder",Mal neo soft tissue arm
1710,4,17100,"Malignant neoplasm of connective and other soft tissue of head, face, and neck",Mal neo soft tissue head
1709,4,17090,"Malignant neoplasm of bone and articular cartilage, site unspecified",Malig neopl bone NOS
1708,4,17080,Malignant neoplasm of short bones of lower limb,Mal neo bones ankle/foot
1707,4,17070,Malignant neoplasm of long bones of lower limb,Mal neo long bones leg
1706,4,17060,"Malignant neoplasm of pelvic bones, sacrum, and coccyx",Mal neo pelvic girdle
1705,4,17050,Malignant neoplasm of short bones of upper limb,Mal neo bones wrist/hand
1704,4,17040,Malignant neoplasm of scapula and long bones of upper limb,Mal neo long bones arm
1703,4,17030,"Malignant neoplasm of ribs, sternum, and clavicle",Mal neo ribs/stern/clav
1702,4,17020,"Malignant neoplasm of vertebral column, excluding sacrum and coccyx",Malig neo vertebrae
1701,4,17010,Malignant neoplasm of mandible,Malignant neo mandible
1700,4,17000,"Malignant neoplasm of bones of skull and face, except mandible",Mal neo skull/face bone
1659,4,16590,Malignant neoplasm of ill-defined sites within the respiratory system,Mal neo resp system NOS
1658,4,16580,Malignant neoplasm of other sites within the respiratory system and intrathoracic organs,Mal neo thorax/resp NEC
1650,4,16500,"Malignant neoplasm of upper respiratory tract, part unspecified",Mal neo upper resp NOS
1649,4,16490,"Malignant neoplasm of mediastinum, part unspecified",Mal neo mediastinum NOS
1648,4,16480,Malignant neoplasm of other parts of mediastinum,Mal neo mediastinum NEC
1643,4,16430,Malignant neoplasm of posterior mediastinum,Mal neo post mediastinum
1642,4,16420,Malignant neoplasm of anterior mediastinum,Mal neo ant mediastinum
1641,4,16410,Malignant neoplasm of heart,Malignant neopl heart
1640,4,16400,Malignant neoplasm of thymus,Malignant neopl thymus
1639,4,16390,"Malignant neoplasm of pleura, unspecified",Malig neopl pleura NOS
1638,4,16380,Malignant neoplasm of other specified sites of pleura,Malig neopl pleura NEC
1631,4,16310,Malignant neoplasm of visceral pleura,Mal neo visceral pleura
1630,4,16300,Malignant neoplasm of parietal pleura,Mal neo parietal pleura
1629,4,16290,"Malignant neoplasm of bronchus and lung, unspecified",Mal neo bronch/lung NOS
1628,4,16280,Malignant neoplasm of other parts of bronchus or lung,Mal neo bronch/lung NEC
1625,4,16250,"Malignant neoplasm of lower lobe, bronchus or lung",Mal neo lower lobe lung
1624,4,16240,"Malignant neoplasm of middle lobe, bronchus or lung",Mal neo middle lobe lung
1623,4,16230,"Malignant neoplasm of upper lobe, bronchus or lung",Mal neo upper lobe lung
1622,4,16220,Malignant neoplasm of main bronchus,Malig neo main bronchus
1620,4,16200,Malignant neoplasm of trachea,Malignant neo trachea
1619,4,16190,"Malignant neoplasm of larynx, unspecified",Malignant neo larynx NOS
1618,4,16180,Malignant neoplasm of other specified sites of larynx,Malignant neo larynx NEC
1613,4,16130,Malignant neoplasm of laryngeal cartilages,Mal neo cartilage larynx
1612,4,16120,Malignant neoplasm of subglottis,Malig neo subglottis
1611,4,16110,Malignant neoplasm of supraglottis,Malig neo supraglottis
1610,4,16100,Malignant neoplasm of glottis,Malignant neo glottis
1609,4,16090,"Malignant neoplasm of accessory sinus, unspecified",Mal neo access sinus NOS
1608,4,16080,Malignant neoplasm of other accessory sinuses,Mal neo access sinus NEC
1605,4,16050,Malignant neoplasm of sphenoidal sinus,Mal neo sphenoid sinus
1604,4,16040,Malignant neoplasm of frontal sinus,Malig neo frontal sinus
1603,4,16030,Malignant neoplasm of ethmoidal sinus,Mal neo ethmoidal sinus
1602,4,16020,Malignant neoplasm of maxillary sinus,Mal neo maxillary sinus
1601,4,16010,"Malignant neoplasm of auditory tube, middle ear, and mastoid air cells",Malig neo middle ear
1600,4,16000,Malignant neoplasm of nasal cavities,Mal neo nasal cavities
1599,4,15990,Malignant neoplasm of ill-defined sites within the digestive organs and peritoneum,Mal neo GI tract ill-def
1598,4,15980,Malignant neoplasm of other sites of digestive system and intra-abdominal organs,Mal neo gi/intra-abd NEC
1591,4,15910,"Malignant neoplasm of spleen, not elsewhere classified",Malignant neo spleen NEC
1590,4,15900,"Malignant neoplasm of intestinal tract, part unspecified",Malig neo intestine NOS
1589,4,15890,"Malignant neoplasm of peritoneum, unspecified",Mal neo peritoneum NOS
1588,4,15880,Malignant neoplasm of specified parts of peritoneum,Mal neo peritoneum NEC
1580,4,15800,Malignant neoplasm of retroperitoneum,Mal neo retroperitoneum
1579,4,15790,"Malignant neoplasm of pancreas, part unspecified",Malig neo pancreas NOS
1578,4,15780,Malignant neoplasm of other specified sites of pancreas,Malig neo pancreas NEC
1574,4,15740,Malignant neoplasm of islets of langerhans,Mal neo islet langerhans
1573,4,15730,Malignant neoplasm of pancreatic duct,Mal neo pancreatic duct
1572,4,15720,Malignant neoplasm of tail of pancreas,Mal neo pancreas tail
1571,4,15710,Malignant neoplasm of body of pancreas,Mal neo pancreas body
1570,4,15700,Malignant neoplasm of head of pancreas,Mal neo pancreas head
1569,4,15690,"Malignant neoplasm of biliary tract, part unspecified site",Malig neo biliary NOS
1568,4,15680,Malignant neoplasm of other specified sites of gallbladder and extrahepatic bile ducts,Malig neo biliary NEC
1562,4,15620,Malignant neoplasm of ampulla of vater,Mal neo ampulla of vater
1561,4,15610,Malignant neoplasm of extrahepatic bile ducts,Mal neo extrahepat ducts
1560,4,15600,Malignant neoplasm of gallbladder,Malig neo gallbladder
1552,4,15520,"Malignant neoplasm of liver, not specified as primary or secondary",Malignant neo liver NOS
1551,4,15510,Malignant neoplasm of intrahepatic bile ducts,Mal neo intrahepat ducts
1550,4,15500,"Malignant neoplasm of liver, primary","Mal neo liver, primary"
1548,4,15480,"Malignant neoplasm of other sites of rectum, rectosigmoid junction, and anus",Mal neo rectum/anus NEC
1543,4,15430,"Malignant neoplasm of anus, unspecified site",Malignant neo anus NOS
1542,4,15420,Malignant neoplasm of anal canal,Malig neopl anal canal
1541,4,15410,Malignant neoplasm of rectum,Malignant neopl rectum
1540,4,15400,Malignant neoplasm of rectosigmoid junction,Mal neo rectosigmoid jct
1539,4,15390,"Malignant neoplasm of colon, unspecified site",Malignant neo colon NOS
1538,4,15380,Malignant neoplasm of other specified sites of large intestine,Malignant neo colon NEC
1537,4,15370,Malignant neoplasm of splenic flexure,Mal neo splenic flexure
1536,4,15360,Malignant neoplasm of ascending colon,Malig neo ascend colon
1535,4,15350,Malignant neoplasm of appendix vermiformis,Malignant neo appendix
1534,4,15340,Malignant neoplasm of cecum,Malignant neoplasm cecum
1533,4,15330,Malignant neoplasm of sigmoid colon,Mal neo sigmoid colon
1532,4,15320,Malignant neoplasm of descending colon,Mal neo descend colon
1531,4,15310,Malignant neoplasm of transverse colon,Mal neo transverse colon
1530,4,15300,Malignant neoplasm of hepatic flexure,Mal neo hepatic flexure
1529,4,15290,"Malignant neoplasm of small intestine, unspecified site",Mal neo small bowel NOS
1528,4,15280,Malignant neoplasm of other specified sites of small intestine,Mal neo small bowel NEC
1523,4,15230,Malignant neoplasm of Meckel's diverticulum,Mal neo meckel's divert
1522,4,15220,Malignant neoplasm of ileum,Malignant neoplasm ileum
1521,4,15210,Malignant neoplasm of jejunum,Malignant neopl jejunum
1520,4,15200,Malignant neoplasm of duodenum,Malignant neopl duodenum
1519,4,15190,"Malignant neoplasm of stomach, unspecified site",Malig neopl stomach NOS
1518,4,15180,Malignant neoplasm of other specified sites of stomach,Malig neopl stomach NEC
1516,4,15160,"Malignant neoplasm of greater curvature of stomach, unspecified",Mal neo stom great curv
1515,4,15150,"Malignant neoplasm of lesser curvature of stomach, unspecified",Mal neo stom lesser curv
1514,4,15140,Malignant neoplasm of body of stomach,Mal neo stomach body
1513,4,15130,Malignant neoplasm of fundus of stomach,Mal neo stomach fundus
1512,4,15120,Malignant neoplasm of pyloric antrum,Mal neo pyloric antrum
1511,4,15110,Malignant neoplasm of pylorus,Malignant neo pylorus
1510,4,15100,Malignant neoplasm of cardia,Mal neo stomach cardia
1509,4,15090,"Malignant neoplasm of esophagus, unspecified site",Mal neo esophagus NOS
1508,4,15080,Malignant neoplasm of other specified part of esophagus,Mal neo esophagus NEC
1505,4,15050,Malignant neoplasm of lower third of esophagus,Mal neo lower 3rd esoph
1504,4,15040,Malignant neoplasm of middle third of esophagus,Mal neo middle 3rd esoph
1503,4,15030,Malignant neoplasm of upper third of esophagus,Mal neo upper 3rd esoph
1502,4,15020,Malignant neoplasm of abdominal esophagus,Mal neo abdomin esophag
1501,4,15010,Malignant neoplasm of thoracic esophagus,Mal neo thoracic esophag
1500,4,15000,Malignant neoplasm of cervical esophagus,Mal neo cervical esophag
1499,4,14990,Malignant neoplasm of ill-defined sites within the lip and oral cavity,Mal neo orophryn ill-def
1498,4,14980,Malignant neoplasm of other sites within the lip and oral cavity,Mal neo oral/pharynx NEC
1491,4,14910,Malignant neoplasm of waldeyer's ring,Mal neo waldeyer's ring
1490,4,14900,"Malignant neoplasm of pharynx, unspecified",Mal neo pharynx NOS
1489,4,14890,"Malignant neoplasm of hypopharynx, unspecified site",Mal neo hypopharynx NOS
1488,4,14880,Malignant neoplasm of other specified sites of hypopharynx,Mal neo hypopharynx NEC
1483,4,14830,Malignant neoplasm of posterior hypopharyngeal wall,Mal neo post hypopharynx
1482,4,14820,"Malignant neoplasm of aryepiglottic fold, hypopharyngeal aspect",Mal neo aryepiglott fold
1481,4,14810,Malignant neoplasm of pyriform sinus,Mal neo pyriform sinus
1480,4,14800,Malignant neoplasm of postcricoid region of hypopharynx,Mal neo postcricoid
1479,4,14790,"Malignant neoplasm of nasopharynx, unspecified site",Mal neo nasopharynx NOS
1478,4,14780,Malignant neoplasm of other specified sites of nasopharynx,Mal neo nasopharynx NEC
1473,4,14730,Malignant neoplasm of anterior wall of nasopharynx,Mal neo ant nasopharynx
1472,4,14720,Malignant neoplasm of lateral wall of nasopharynx,Mal neo lat nasopharynx
1471,4,14710,Malignant neoplasm of posterior wall of nasopharynx,Mal neo post nasopharynx
1470,4,14700,Malignant neoplasm of superior wall of nasopharynx,Mal neo super nasopharyn
1469,4,14690,"Malignant neoplasm of oropharynx, unspecified site",Malig neo oropharynx NOS
