DIAGNOSIS CODE,LEN_DX_CODE,SEVEN_DX_CODE,LONG_DESCRIPTION,SHORT_DESCRIPTION
E9174,5,00E9174,Striking against or struck accidentally by other stationary object without subsequent fall,Stat ob w/o sub fall NEC
E9173,5,00E9173,Striking against or struck accidentally by furniture without subsequent fall,Furnit w/o sub fall
E9172,5,00E9172,Striking against or struck accidentally in running water,Run water w/o sub fall
E9171,5,00E9171,"Striking against or struck accidentally by a crowd, by collective fear or panic",Crowd w/o sub fall
E9170,5,00E9170,Striking against or struck accidentally by objects or persons in sports,Sports acc w/o sub fall
E9139,5,00E9139,Accidental mechanical suffocation by unspecified means,Suffocation NOS
E9138,5,00E9138,Accidental mechanical suffocation by other specified means,Suffocation NEC
E9133,5,00E9133,Accidental mechanical suffocation by falling earth or other substance,Cave-in NOS
E9132,5,00E9132,Accidental mechanical suffocation due to lack of air (in closed place),Suffocation-lack of air
E9131,5,00E9131,Accidental mechanical suffocation by plastic bag,Suffocation-plastic bag
E9130,5,00E9130,Accidental mechanical suffocation in bed or cradle,Suffocat in bed/cradle
E9109,5,00E9109,Unspecified accidental drowning or submersion,Accidental drowning NOS
E9108,5,00E9108,Other accidental drowning or submersion,Accidental drowning NEC
E9104,5,00E9104,Accidental drowning and submersion in bathtub,Drowning in bathtub
E9103,5,00E9103,Accidental drowning and submersion while swimming or diving for purposes other than recreation or sport,Swimming/diving acc NEC
E9102,5,00E9102,Accidental drowning and submersion while engaged in other sport or recreational activity without diving equipment,Swimming accident NOS
E9101,5,00E9101,Accidental drowning and submersion while engaged in other sport or recreational activity with diving equipment,Skin/scuba diving acc
E9100,5,00E9100,Accidental drowning and submersion while water-skiing,Water-skiing accident
E9099,5,00E9099,Unspecified cataclysmic earth surface movements and eruptions,Acc d/t eruptions NOS
E9098,5,00E9098,Other cataclysmic earth surface movements and eruptions,Acc d/t eruptions NEC
E9094,5,00E9094,Tidalwave caused by earthquake,Acc d/t tidalwave NOS
E9093,5,00E9093,Collapse of dam or man-made structure,Acc d/t dam collapse
E9092,5,00E9092,"Avalanche, landslide, or mudslide",Acc d/t avalanche
E9091,5,00E9091,Volcanic eruptions,Acc d/t volcanic erupt
E9090,5,00E9090,Earthquakes,Acc d/t earthquakes
E9089,5,00E9089,"Unspecified cataclysmic storms, and floods resulting from storms",Acc d/t storm/flood NOS
E9088,5,00E9088,Other cataclysmic storms,Accident d/t storm NEC
E9084,5,00E9084,Dust storm,Accident d/t dust storm
E9083,5,00E9083,Blizzard (snow) (ice),Acc d/t snow blizzard
E9082,5,00E9082,Floods,Accident d/t floods
E9081,5,00E9081,Tornado,Accident d/t tornado
E9080,5,00E9080,Hurricane,Accident d/t hurricane
E9069,5,00E9069,Unspecified injury caused by animal,Inj NOS caused by animal
E9068,5,00E9068,Other specified injury caused by animal,Inj NEC caused by animal
E9065,5,00E9065,Bite by unspecified animal,Animal bite NOS
E9064,5,00E9064,Bite of nonvenomous arthropod,Nonvenom arthropod bite
E9063,5,00E9063,Bite of other animal except arthropod,Animal bite NEC
E9062,5,00E9062,Bite of nonvenomous snakes and lizards,Nonvenomous snake bite
E9061,5,00E9061,Rat bite,Rat bite
E9060,5,00E9060,Dog bite,Dog bite
E9059,5,00E9059,Poisoning and toxic reactions caused by unspecified animals and plants,Venomous bite/sting NOS
E9058,5,00E9058,Poisoning and toxic reactions caused by other specified animals and plants,Venomous bite/sting NEC
E9057,5,00E9057,Poisoning and toxic reactions caused by other plants,Poisoning by other plant
E9056,5,00E9056,Venomous marine animals and plants causing poisoning and toxic reactions,Venom sea animals/plants
E9055,5,00E9055,Other venomous arthropods causing poisoning and toxic reactions,Venomous arthropods NEC
E9054,5,00E9054,Centipede and venomous millipede (tropical) bite causing poisoning and toxic reactions,Centipede bite
E9053,5,00E9053,"Sting of hornets, wasps, and bees causing poisoning and toxic reactions",Hornet/wasp/bee sting
E9052,5,00E9052,Scorpion sting causing poisoning and toxic reactions,Scorpion sting
E9051,5,00E9051,Venomous spiders causing poisoning and toxic reactions,Venomous spider bite
E9050,5,00E9050,Venomous snakes and lizards causing poisoning and toxic reactions,Venomous snake bite
E9049,5,00E9049,"Accident due to privation, unqualified",Privation NOS
E9043,5,00E9043,"Accident due to exposure (to weather conditions), not elsewhere classifiable",Exposure NEC
E9042,5,00E9042,Accident due to lack of water,Lack of water
E9041,5,00E9041,Accident due to lack of food,Lack of food
E9040,5,00E9040,Accident due to abandonment or neglect of infants and helpless persons,Abandonment/lack of care
E9029,5,00E9029,Accident due to changes in air pressure from unspecified cause,Air pressure change NOS
E9028,5,00E9028,Accident due to changes in air pressure due to other specified causes,Air pressure change NEC
E9022,5,00E9022,Accident due to changes in air pressure due to diving,Air press change: diving
E9021,5,00E9021,Accident due to changes in air pressure in aircraft,Air press chnge: aircrft
E9020,5,00E9020,Accident due to residence or prolonged visit at high altitude,High altitude residence
E9019,5,00E9019,Accident due to excessive cold of unspecified origin,Excessive cold NOS
E9018,5,00E9018,Accident due to excessive cold of other specified origin,Excessive cold NEC
E9011,5,00E9011,Accident due to excessive cold of man-made origin,"Excessive cold, man-made"
E9010,5,00E9010,Accident due to excessive cold due to weather conditions,Excessive cold: weather
E9009,5,00E9009,Accidents due to excessive heat of unspecified origin,Excessive heat NOS
E9001,5,00E9001,Accidents due to excessive heat of man-made origin,"Excessive heat, man-made"
E9000,5,00E9000,Accident caused by excessive heat due to weather conditions,Excessive heat: weather
E8981,5,00E8981,Accident caused by other burning materials,Fire accident NEC
E8980,5,00E8980,Accident caused by burning bedclothes,Burning bedclothes
E8939,5,00E8939,Accident caused by ignition of clothing by unspecified source,Clothing fire NOS
E8938,5,00E8938,Accident caused by ignition of clothing from other specified sources,Clothing fire NEC
E8932,5,00E8932,Accident caused by ignition of clothing from controlled fire not in building or structure,Clothing fire not in bld
E8931,5,00E8931,Accident caused by ignition of clothing from controlled fire in other building or structure,Clothing fire-bldg NEC
E8930,5,00E8930,Accident caused by ignition of clothing from controlled fire in private dwelling,Clothing fire-priv dwell
E8919,5,00E8919,Unspecified accident resulting from conflagration of other and unspecified building or structure,Fire in bldg-accid NOS
E8918,5,00E8918,Other accident resulting from conflagration in other and unspecified building or structure,Fire in bldg-accid NEC
E8913,5,00E8913,Burning caused by conflagration in other and unspecified building or structure,Fire in bldg-burning
E8912,5,00E8912,Other smoke and fumes from conflagration in other and unspecified building or structure,Fire in bldg-fumes NOS
E8911,5,00E8911,Fumes from combustion of polyvinylchloride [pvc] and similar material in conflagration in other and unspecified building or structure,Fire in bldg-pvc fumes
E8910,5,00E8910,Explosion caused by conflagration in other and unspecified building or structure,Fire in bldg-explosion
E8909,5,00E8909,Unspecified accident resulting from conflagration in private dwelling,Priv dwel fire-accid NOS
E8908,5,00E8908,Other accident resulting from conflagration in private dwelling,Priv dwel fire-accid NEC
E8903,5,00E8903,Burning caused by conflagration in private dwelling,Priv dwel fire-burning
E8902,5,00E8902,Other smoke and fumes from conflagration in private dwelling,Priv dwel fire-fumes NOS
E8901,5,00E8901,Fumes from combustion of polyvinylchloride [pvc] and similar material in conflagration in private dwelling,Priv dwel fire-pvc fumes
E8900,5,00E8900,Explosion caused by conflagration in private dwelling,Privat dwell fire-explos
E8889,5,00E8889,Unspecified fall,Fall NOS
E8888,5,00E8888,Other fall,Fall NEC
E8881,5,00E8881,Fall resulting in striking against other object,Fall striking object NEC
E8880,5,00E8880,Fall resulting in striking against sharp object,Fall striking sharp obj
E8869,5,00E8869,"Other and unspecified falls on same level from collision, pushing, or shoving, by or with other person",Fall on level NEC/NOS
E8860,5,00E8860,"Fall on same level from collision, pushing, or shoving, by or with other person in sports",Fall in sports
E8859,5,00E8859,"Fall from other slipping, tripping, or stumbling",Fall from slipping NEC
E8854,5,00E8854,Fall from snowboard,Fall from snowboard
E8853,5,00E8853,Fall from skis,Fall from skis
E8852,5,00E8852,Fall from skateboard,Fall from skateboard
E8851,5,00E8851,Fall from roller skates,Fall from roller skates
E8850,5,00E8850,Fall from (nonmotorized) scooter,Fall-nonmotor scooter
E8849,5,00E8849,Other accidental fall from one level to another,Fall-1 level to oth NEC
E8846,5,00E8846,Accidental fall from commode,Fall from commode
E8845,5,00E8845,Accidental fall from other furniture,Fall from furniture NEC
E8844,5,00E8844,Accidental fall from bed,Fall from bed
E8843,5,00E8843,Accidental fall from wheelchair,Fall from wheelchair
E8842,5,00E8842,Accidental fall from chair,Fall from chair
E8841,5,00E8841,Accidental fall from cliff,Fall from cliff
E8840,5,00E8840,Accidental fall from playground equipment,Fall from playgrnd equip
E8839,5,00E8839,Accidental fall into other hole or other opening in surface,Fall into other hole
E8832,5,00E8832,Accidental fall into storm drain or manhole,Fall into storm drain
E8831,5,00E8831,Accidental fall into well,Fall into well
E8830,5,00E8830,Accident from diving or jumping into water [swimming pool],Diving accident
E8811,5,00E8811,Accidental fall from scaffolding,Fall from scaffolding
E8810,5,00E8810,Accidental fall from ladder,Fall from ladder
E8809,5,00E8809,Accidental fall on or from other stairs or steps,Fall on stair/step NEC
E8801,5,00E8801,Accidental fall on or from sidewalk curb,Fall on sidewalk curb
E8800,5,00E8800,Accidental fall on or from escalator,Fall on escalator
E8799,5,00E8799,"Unspecified procedure as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",Abn react-procedure NOS
E8798,5,00E8798,"Other specified procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",Abn react-procedure NEC
E8797,5,00E8797,"Blood sampling as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",Abn react-blood sampling
E8796,5,00E8796,"Urinary catheterization as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",Abn react-urinary cath
E8795,5,00E8795,"Insertion of gastric or duodenal sound as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure of time of procedure",Abn react-gastric sound
E8794,5,00E8794,"Aspiration of fluid as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",Abn react-fluid aspirat
E8793,5,00E8793,"Shock therapy as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",Abn react-shock therapy
E8792,5,00E8792,"Radiological procedure and radiotherapy as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",Abn react-radiotherapy
E8791,5,00E8791,"Kidney dialysis as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",Abn react-renal dialysis
E8790,5,00E8790,"Cardiac catheterization as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",Abn react-cardiac cath
E8789,5,00E8789,"Unspecified surgical operations and procedures causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",Abn react-surg proc NOS
E8788,5,00E8788,"Other specified surgical operations and procedures causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",Abn react-surg proc NEC
E8786,5,00E8786,"Removal of other organ (partial) (total) causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",Abn reac-organ rem NEC
E8785,5,00E8785,"Amputation of limb(s) causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",Abn react-limb amputat
E8784,5,00E8784,"Other restorative surgery causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",Abn react-plast surg NEC
E8783,5,00E8783,"Surgical operation with formation of external stoma causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",Abn react-external stoma
E8782,5,00E8782,"Surgical operation with anastomosis, bypass, or graft, with natural or artificial tissues used as implant causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",Abn react-anastom/graft
E8781,5,00E8781,"Surgical operation with implant of artificial internal device causing abnormal patient reaction, or later complication,without mention of misadventure at time of operation",Abn react-artif implant
E8780,5,00E8780,"Surgical operation with transplant of whole organ causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",Abn react-org transplant
